"Source Name"	"Characteristics[barcode identifier]"	"Term Source REF"	"Term Accession Number"	"Characteristics[material role]"	"Term Source REF"	"Term Accession Number"	"Characteristics[chemical compound]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Experiment-5123]"	"Term Source REF"	"Term Accession Number"	"Characteristics[consomic_chromosome]"	"Term Source REF"	"Term Accession Number"	"Characteristics[mouse_strain]"	"Term Source REF"	"Term Accession Number"	"Characteristics[mouse_strain_description]"	"Term Source REF"	"Term Accession Number"	"Characteristics[feeding_description]"	"Term Source REF"	"Term Accession Number"	"Characteristics[feeding]"	"Term Source REF"	"Term Accession Number"	"Characteristics[RNAseq data availability]"	"Term Source REF"	"Term Accession Number"	"Characteristics[ABI-Chip data availability]"	"Term Source REF"	"Term Accession Number"	"Characteristics[sex]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of Mallory-Denk bodies by p62 staining]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment Mallory-Denk bodies by Ubiquitin staining]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of pigment]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of cellular ballooning]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of steatosis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of ductulare reaction]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of inflammation]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of sclerosing cholangitis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of apoptosis]"	"Term Source REF"	"Term Accession Number"	"Characteristics[morphological assessment of necrosis]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Date"	"Sample Name"	"Material Type"	"Term Source REF"	"Term Accession Number"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"M1003"	"222475"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	"yes"	""	""	"yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1003"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1004"	"222489"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	"yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1004"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1005"	"222492"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"3"	""	""	"C57BL/6J-Chr03<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	"yes"	""	""	"yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1005"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1038"	"222677"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"10"	""	""	"C57BL/6J-Chr10<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1038"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1039"	"222681"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"10"	""	""	"C57BL/6J-Chr10<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1039"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1043-1-4"	"309168"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"17"	""	""	"C57BL/6J-Chr17<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1043-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1048"	"246403"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"17"	""	""	"C57BL/6J-Chr17<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1048"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1049"	"246417"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"17"	""	""	"C57BL/6J-Chr17<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1049"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1050"	"246421"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"17"	""	""	"C57BL/6J-Chr17<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1050"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1059"	"246180"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1059"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1060"	"246193"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1060"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1061"	"246201"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1061"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1062"	"246215"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1062"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1063"	"246229"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1063"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1071-1-4"	"303141"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1071-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1072-1-4"	"309098"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1072-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1073-1-4"	"308849"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1073-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1074-1-4"	"311356"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"12"	""	""	"C57BL/6J-Chr12<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1074-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1076"	"222694"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1076"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1077"	"222702"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1077"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1078"	"222716"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"11"	""	""	"C57BL/6J-Chr11<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1078"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1082"	"246316"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"15"	""	""	"C57BL/6J-Chr15<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1082"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1083"	"246320"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"15"	""	""	"C57BL/6J-Chr15<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"22/06/2010"	"M1083"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1090"	"222576"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"6"	""	""	"C57BL/6J-Chr06<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1090"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1095"	"222580"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"6"	""	""	"C57BL/6J-Chr06<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	"yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1095"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1096"	"222593"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"6"	""	""	"C57BL/6J-Chr06<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	"yes"	""	""	"yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1096"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1097"	"222601"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	"Control"	""	""	"6"	""	""	"C57BL/6J-Chr06<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"control standard diet"	""	""	"Ctl"	""	""	"yes"	""	""	"yes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"01/04/2010"	"M1097"	"SAMPLE"	""	""	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1105-1-4"	"311461"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"6"	""	""	"C57BL/6J-Chr06<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1105-1-4"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1106-1-3"	"309199"	""	""	"specimen"	"OBI"	"http://purl.obolibrary.org/obo/OBI_0100051"	"not applicable"	""	""	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"UBERON"	"http://purl.obolibrary.org/obo/UBERON_0002107"	""	""	""	"6"	""	""	"C57BL/6J-Chr06<A/J>/NaJ"	""	""	"consomic mouse strain, C57BL/6J with one chromosome from A/J"	""	""	"8 weeks of high fat diet to induce steatosis"	""	""	"8w HFD"	""	""	""	""	""	""	""	""	"male"	"PATO"	"http://purl.obolibrary.org/obo/PATO_0000384"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"sample collection"	"09/11/2010"	"M1106-1-3"	"SAMPLE"	""	""	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
